age,income,loan_amount,loan_tenure,employment_type,cibil_score,existing_loans,education,loan_purpose,monthly_emi,emi_to_income,default
55,52860,1611853,36,Business,836,1,Graduate,Education,45243.99,0.8559,1
28,60337,1357589,36,Business,533,0,Graduate,Business,38169.56,0.6326,1
36,198383,1949076,24,Business,315,1,Graduate,Education,82277.7,0.4147,1
62,159587,1515741,36,Self-Employed,440,0,Under-Graduate,Education,42690.05,0.2675,1
56,86695,1114692,60,Self-Employed,719,3,Post-Graduate,Home,18772.68,0.2165,0
50,121749,756412,48,Salaried,755,1,Graduate,Personal,15911.36,0.1307,0
38,170976,1674233,36,Business,599,2,Graduate,Education,47197.62,0.276,1
22,58790,754177,12,Business,638,1,Under-Graduate,Personal,63388.52,1.0782,0
33,83580,1988108,60,Business,602,0,Under-Graduate,Personal,33417.34,0.3998,0
24,20636,283982,36,Self-Employed,891,2,Post-Graduate,Home,7988.01,0.3871,1
46,92129,1837139,36,Business,375,4,Post-Graduate,Home,51448.25,0.5584,1
45,148964,255383,60,Business,615,2,Graduate,Education,4298.93,0.0289,0
50,36672,341799,36,Self-Employed,799,2,Under-Graduate,Education,9580.85,0.2613,0
31,20812,238874,48,Business,374,1,Post-Graduate,Business,5016.72,0.241,0
27,15654,1670496,24,Salaried,665,2,Post-Graduate,Personal,70404.28,4.4975,0
51,69633,981697,60,Self-Employed,845,2,Post-Graduate,Personal,16521.62,0.2373,0
64,32143,261284,12,Self-Employed,695,0,Under-Graduate,Home,22002.7,0.6845,0
30,70934,1784712,36,Self-Employed,530,1,Under-Graduate,Home,49986.75,0.7047,1
59,82334,486441,24,Salaried,327,0,Under-Graduate,Education,20533.19,0.2494,0
33,118463,1289658,12,Self-Employed,774,1,Under-Graduate,Business,108469.83,0.9156,0
51,140851,263807,12,Self-Employed,594,4,Under-Graduate,Business,22193.26,0.1576,1
27,44087,1295099,48,Self-Employed,726,2,Graduate,Home,27217.8,0.6174,0
62,157690,1802748,24,Self-Employed,390,1,Graduate,Home,75887.18,0.4812,1
62,23446,523818,60,Salaried,414,2,Under-Graduate,Business,8822.23,0.3763,1
56,117127,1379615,24,Business,458,2,Graduate,Business,58120.91,0.4962,1
40,63867,988713,24,Business,557,3,Under-Graduate,Education,41803.19,0.6545,1
24,197100,1334468,12,Self-Employed,672,0,Graduate,Business,112785.43,0.5722,0
27,75101,1836272,48,Salaried,389,1,Graduate,Personal,38704.98,0.5154,1
21,173272,292718,48,Self-Employed,597,4,Post-Graduate,Business,6140.92,0.0354,0
64,103074,767167,24,Business,330,3,Under-Graduate,Vehicle,32341.49,0.3138,0
62,133422,597374,24,Business,657,0,Graduate,Business,25075.12,0.1879,0
33,102892,1184213,36,Salaried,769,4,Graduate,Home,33308.83,0.3237,0
42,135044,525243,12,Business,427,4,Post-Graduate,Home,44204.33,0.3273,0
41,54148,1781143,60,Self-Employed,569,2,Graduate,Vehicle,30090.85,0.5557,1
42,97928,419478,60,Salaried,797,0,Post-Graduate,Personal,7092.82,0.0724,0
48,166770,1774833,48,Business,712,3,Graduate,Business,37350.72,0.224,1
29,188542,637371,12,Self-Employed,508,1,Post-Graduate,Business,53672.2,0.2847,0
46,66660,1193604,48,Salaried,605,1,Post-Graduate,Vehicle,25154.82,0.3774,0
29,199982,1951965,60,Self-Employed,490,3,Under-Graduate,Education,32803.08,0.164,0
35,50450,1720415,24,Business,656,2,Under-Graduate,Education,72715.81,1.4413,0
30,48757,1963514,12,Self-Employed,756,2,Graduate,Personal,165307.43,3.3904,1
44,93012,712643,12,Salaried,748,4,Under-Graduate,Business,59865.39,0.6436,1
62,121750,1716888,36,Self-Employed,367,0,Under-Graduate,Business,48312.41,0.3968,0
28,142043,1966489,24,Business,766,4,Under-Graduate,Business,82632.93,0.5817,1
44,177462,312399,24,Salaried,659,1,Graduate,Home,13118.97,0.0739,0
36,71116,1613728,48,Salaried,686,3,Graduate,Education,34001.16,0.4781,0
46,159233,257627,12,Business,427,0,Under-Graduate,Vehicle,21732.18,0.1365,0
47,47152,1638351,48,Self-Employed,784,3,Under-Graduate,Home,34521.87,0.7321,0
57,121379,1599125,24,Self-Employed,543,0,Graduate,Home,67438.94,0.5556,1
24,35836,1642210,36,Business,318,1,Under-Graduate,Education,45964.97,1.2826,1
44,172403,871482,12,Salaried,695,1,Post-Graduate,Business,73395.74,0.4257,0
39,156835,320888,24,Business,528,0,Graduate,Personal,13499.25,0.0861,0
56,84444,467972,36,Salaried,667,2,Graduate,Vehicle,13191.33,0.1562,0
59,108109,1160172,60,Salaried,357,0,Post-Graduate,Education,19473.1,0.1801,1
30,165259,1837333,24,Self-Employed,580,1,Under-Graduate,Personal,77256.21,0.4675,0
45,158029,1480360,60,Business,856,3,Post-Graduate,Education,25030.8,0.1584,1
38,150451,891464,48,Salaried,401,4,Under-Graduate,Education,18848.19,0.1253,0
39,174031,879119,60,Self-Employed,347,3,Under-Graduate,Education,14850.38,0.0853,0
56,97018,227175,24,Business,861,1,Graduate,Education,9534.72,0.0983,0
30,138076,1251624,60,Business,892,3,Graduate,Business,21097.05,0.1528,1
53,173177,1947871,12,Salaried,358,2,Under-Graduate,Home,163945.98,0.9467,1
25,146949,443807,24,Salaried,460,2,Post-Graduate,Education,18739.51,0.1275,1
55,194425,1104853,36,Salaried,402,0,Graduate,Personal,30909.04,0.159,0
64,98788,898292,60,Business,711,3,Under-Graduate,Personal,15095.94,0.1528,0
54,111870,183332,12,Salaried,482,3,Graduate,Personal,15441.8,0.138,0
53,98308,1339091,48,Business,716,1,Graduate,Home,28120.36,0.286,0
41,197639,1883441,48,Self-Employed,415,0,Graduate,Home,39726.45,0.201,0
37,72913,1819819,60,Business,698,0,Post-Graduate,Personal,30739.97,0.4216,0
42,17637,336885,48,Salaried,736,3,Post-Graduate,Business,7106.43,0.4029,0
57,57025,431864,36,Business,617,4,Under-Graduate,Home,12120.21,0.2125,0
35,114508,1397931,24,Salaried,549,3,Post-Graduate,Home,59061.8,0.5158,1
55,97464,814752,12,Self-Employed,746,3,Under-Graduate,Business,68426.54,0.7021,0
48,43742,832733,60,Salaried,796,3,Under-Graduate,Education,14001.52,0.3201,0
27,26831,484758,48,Salaried,642,2,Graduate,Home,10207.65,0.3804,0
52,128768,1367589,24,Salaried,726,0,Graduate,Personal,57391.89,0.4457,0
31,100092,1585410,36,Salaried,539,2,Post-Graduate,Personal,44367.88,0.4433,0
30,105879,399760,48,Salaried,358,4,Under-Graduate,Business,8411.44,0.0794,0
29,103370,144515,48,Salaried,826,1,Under-Graduate,Personal,3054.48,0.0295,0
34,141537,1249070,12,Self-Employed,502,4,Graduate,Vehicle,105571.06,0.7459,1
33,192834,1789549,36,Self-Employed,765,0,Graduate,Personal,50234.12,0.2605,0
45,119824,1286664,36,Business,595,1,Graduate,Business,36021.28,0.3006,0
22,103741,1682974,60,Salaried,586,4,Post-Graduate,Business,28278.2,0.2726,1
55,33830,269601,12,Business,372,0,Under-Graduate,Business,22687.21,0.6706,1
27,70044,783282,60,Self-Employed,822,4,Under-Graduate,Vehicle,13164.59,0.1879,1
41,88948,346177,12,Self-Employed,636,1,Under-Graduate,Home,29060.35,0.3267,0
38,84202,1930221,36,Salaried,617,1,Graduate,Education,54275.75,0.6446,1
23,52045,1359281,12,Salaried,502,4,Post-Graduate,Personal,114577.43,2.2015,0
62,122509,1553785,12,Business,530,2,Post-Graduate,Home,130659.61,1.0665,1
59,172699,62938,12,Self-Employed,862,4,Graduate,Business,5313.84,0.0308,0
61,30198,1229418,24,Business,356,4,Post-Graduate,Home,51898.49,1.7186,1
31,84521,1044199,24,Business,719,4,Post-Graduate,Home,43976.37,0.5203,1
59,121471,1362994,36,Business,579,2,Under-Graduate,Vehicle,38143.81,0.314,0
44,44475,1969398,12,Salaried,604,3,Graduate,Business,166466.74,3.7429,0
39,34403,475031,36,Self-Employed,765,1,Graduate,Business,13356.8,0.3882,0
24,18681,1567810,24,Business,473,0,Graduate,Personal,65895.41,3.5274,1
46,106555,1248609,12,Self-Employed,565,1,Graduate,Personal,105273.74,0.988,1
58,133884,1118620,60,Self-Employed,546,1,Under-Graduate,Personal,18830.88,0.1407,1
62,108122,1197948,24,Business,377,3,Post-Graduate,Personal,50511.54,0.4672,0
52,130260,989479,24,Business,552,1,Post-Graduate,Home,41665.95,0.3199,0
59,188364,1375426,24,Salaried,774,1,Under-Graduate,Home,57923.33,0.3075,0
56,120386,1235622,12,Self-Employed,475,2,Post-Graduate,Personal,104286.4,0.8663,1
60,151701,388608,48,Business,720,2,Graduate,Personal,8191.38,0.054,0
57,108246,595501,60,Business,871,2,Under-Graduate,Personal,9997.8,0.0924,0
53,110864,1624814,60,Self-Employed,760,2,Under-Graduate,Education,27275.52,0.246,0
56,23417,1352619,36,Business,553,2,Graduate,Personal,37918.74,1.6193,1
23,133888,1838949,12,Self-Employed,819,0,Graduate,Education,154816.83,1.1563,0
29,180837,1895419,24,Business,406,3,Graduate,Personal,79683.43,0.4406,0
28,89499,1054735,48,Self-Employed,470,4,Post-Graduate,Business,22239.43,0.2485,0
53,145908,1423464,12,Business,357,2,Graduate,Vehicle,119605.68,0.8197,1
26,42675,723131,12,Business,636,3,Under-Graduate,Home,61016.26,1.4298,1
61,186635,1561602,48,Salaried,641,4,Post-Graduate,Business,32959.87,0.1766,0
59,26332,871485,24,Self-Employed,589,1,Post-Graduate,Vehicle,36591.57,1.3896,1
24,34177,298966,12,Salaried,383,1,Under-Graduate,Education,25215.04,0.7378,0
33,145560,495292,60,Business,416,3,Post-Graduate,Home,8376.04,0.0575,1
22,72104,1236693,60,Self-Employed,833,0,Graduate,Education,20782.08,0.2882,0
25,99335,1418343,48,Self-Employed,518,0,Graduate,Education,29969.71,0.3017,0
64,129938,1128290,24,Business,401,3,Graduate,Home,47562.93,0.366,0
47,95730,739746,48,Business,755,0,Graduate,Vehicle,15590.01,0.1629,0
52,151023,1470003,12,Business,825,0,Post-Graduate,Home,123369.92,0.8169,0
41,43333,1369282,60,Business,565,1,Under-Graduate,Personal,23115.82,0.5334,1
28,36673,367192,36,Self-Employed,586,0,Post-Graduate,Education,10308.43,0.2811,0
58,129421,405439,48,Salaried,440,0,Under-Graduate,Personal,8553.72,0.0661,1
28,55870,62026,36,Self-Employed,705,3,Under-Graduate,Home,1746.05,0.0313,1
23,142536,156147,36,Self-Employed,592,0,Graduate,Home,4385.27,0.0308,1
64,86101,1654453,60,Self-Employed,330,2,Post-Graduate,Vehicle,27818.63,0.3231,0
23,37821,1731063,48,Self-Employed,470,2,Graduate,Education,36346.78,0.961,0
42,40494,933706,36,Business,654,3,Post-Graduate,Business,26143.88,0.6456,0
26,114477,338988,12,Salaried,504,2,Post-Graduate,Home,28641.41,0.2502,0
22,141083,402559,24,Self-Employed,777,1,Graduate,Business,16902.39,0.1198,0
43,127698,1307150,24,Self-Employed,590,3,Post-Graduate,Education,55002.28,0.4307,1
64,126560,1312916,60,Salaried,410,0,Graduate,Personal,22088.77,0.1745,0
22,146907,104708,48,Business,367,2,Under-Graduate,Education,2211.69,0.0151,0
58,33646,507141,48,Self-Employed,672,1,Graduate,Vehicle,10677.93,0.3174,0
37,138777,1693689,24,Business,495,3,Post-Graduate,Business,71626.84,0.5161,1
55,92360,1674438,12,Self-Employed,425,3,Post-Graduate,Business,141323.79,1.5301,1
54,52335,1446268,24,Self-Employed,561,0,Under-Graduate,Personal,61090.22,1.1673,1
43,84351,462028,24,Salaried,454,4,Under-Graduate,Personal,19395.34,0.2299,1
50,129934,1330985,48,Salaried,880,2,Under-Graduate,Home,27972.2,0.2153,0
28,148501,1809245,36,Business,407,1,Graduate,Education,50648.58,0.3411,1
42,56950,1687094,12,Self-Employed,722,3,Graduate,Vehicle,142071.62,2.4947,1
64,75654,1353027,48,Business,334,2,Post-Graduate,Home,28544.71,0.3773,0
56,122422,877013,24,Salaried,343,1,Under-Graduate,Education,36837.31,0.3009,0
25,124934,1345750,36,Salaried,715,1,Under-Graduate,Personal,37671.71,0.3015,0
33,134975,489844,12,Salaried,584,3,Graduate,Vehicle,41301.54,0.306,0
49,106186,1318276,60,Salaried,746,2,Post-Graduate,Personal,22159.91,0.2087,0
51,119234,337249,12,Salaried,817,1,Under-Graduate,Personal,28403.7,0.2382,0
36,117326,1964838,12,Business,326,3,Graduate,Business,164897.83,1.4055,1
62,92527,564539,24,Business,526,2,Graduate,Education,23812.69,0.2574,1
50,101704,381301,24,Salaried,724,2,Under-Graduate,Home,16065.13,0.158,0
36,177171,1524234,60,Self-Employed,867,3,Under-Graduate,Business,25710.32,0.1451,1
32,185457,1093840,60,Self-Employed,667,2,Post-Graduate,Education,18394.04,0.0992,0
37,181991,1447955,60,Self-Employed,609,4,Under-Graduate,Education,24349.5,0.1338,0
36,111952,820802,48,Self-Employed,404,1,Graduate,Education,17328.24,0.1548,1
32,75782,314491,48,Self-Employed,317,1,Under-Graduate,Vehicle,6634.81,0.0876,1
28,86116,800382,24,Salaried,504,2,Under-Graduate,Business,33732.69,0.3917,1
40,104626,1932658,24,Business,342,3,Post-Graduate,Home,81485.79,0.7788,1
23,186459,198182,60,Salaried,388,0,Graduate,Business,3327.64,0.0178,0
36,161895,243242,48,Self-Employed,885,2,Under-Graduate,Personal,5137.48,0.0317,0
50,61015,972427,36,Self-Employed,456,0,Graduate,Education,27365.25,0.4485,1
43,117877,757161,48,Business,565,2,Post-Graduate,Personal,15956.97,0.1354,0
48,30339,505987,24,Salaried,433,0,Graduate,Business,21384.73,0.7049,0
60,149563,174926,48,Business,763,2,Under-Graduate,Home,3673.71,0.0246,0
25,146778,131147,24,Self-Employed,431,3,Under-Graduate,Personal,5532.16,0.0377,1
40,112493,1408855,60,Self-Employed,333,0,Post-Graduate,Personal,23825.89,0.2118,0
60,161800,1642063,60,Business,382,4,Post-Graduate,Vehicle,27620.87,0.1707,1
64,153069,1986591,60,Self-Employed,431,3,Post-Graduate,Business,33334.8,0.2178,1
21,144526,1281784,36,Salaried,727,2,Graduate,Personal,36060.52,0.2495,0
50,184595,1977298,36,Self-Employed,503,0,Graduate,Business,55294.31,0.2995,1
41,136648,1528367,24,Self-Employed,635,1,Graduate,Home,64569.54,0.4725,0
40,40163,270868,12,Salaried,796,3,Graduate,Personal,22733.41,0.566,0
26,163790,170787,36,Self-Employed,741,0,Post-Graduate,Home,4801.52,0.0293,0
42,102508,1014237,24,Business,557,3,Graduate,Personal,42674.44,0.4163,1
38,54619,164427,48,Business,591,0,Graduate,Education,3454.2,0.0632,1
28,27126,198063,60,Self-Employed,424,1,Graduate,Vehicle,3347.77,0.1234,0
59,79926,727913,60,Salaried,474,4,Graduate,Vehicle,12288.21,0.1537,0
52,55633,1319358,60,Salaried,791,1,Post-Graduate,Vehicle,22198.28,0.399,0
53,18317,661781,24,Business,379,2,Post-Graduate,Home,27823.33,1.519,0
36,59980,538633,60,Self-Employed,604,3,Under-Graduate,Business,9092.13,0.1516,0
32,59115,849203,36,Salaried,809,4,Under-Graduate,Vehicle,23910.68,0.4045,0
58,58158,1224183,48,Salaried,643,3,Graduate,Personal,25825.98,0.4441,0
54,193703,821122,60,Business,869,0,Graduate,Personal,13849.59,0.0715,0
34,195388,985802,24,Business,390,2,Post-Graduate,Education,41426.93,0.212,1
56,120364,129876,48,Salaried,468,2,Under-Graduate,Home,2743.02,0.0228,0
53,30504,542108,60,Business,633,3,Graduate,Personal,9151.81,0.3,0
43,172732,217071,12,Salaried,535,2,Under-Graduate,Personal,18287.82,0.1059,1
22,52196,1825823,60,Self-Employed,698,3,Under-Graduate,Education,30762.98,0.5894,1
61,80938,1944656,36,Business,887,0,Under-Graduate,Education,54634.56,0.675,0
41,154677,505884,48,Business,776,0,Post-Graduate,Business,10682.26,0.0691,0
22,72388,1561166,36,Self-Employed,834,3,Graduate,Business,43923.07,0.6068,0
47,70501,1559301,12,Salaried,884,1,Graduate,Business,131735.21,1.8686,1
29,199381,1342298,12,Salaried,387,1,Post-Graduate,Personal,113076.75,0.5671,1
21,42043,1595140,36,Business,552,0,Post-Graduate,Education,44835.49,1.0664,0
31,48635,387927,48,Salaried,657,4,Post-Graduate,Home,8193.25,0.1685,0
23,95691,618728,12,Salaried,357,1,Under-Graduate,Business,52004.23,0.5435,0
43,48132,605943,12,Self-Employed,698,3,Under-Graduate,Vehicle,51018.73,1.06,1
46,30366,617327,60,Self-Employed,820,0,Graduate,Personal,10410.59,0.3428,0
24,108944,367399,24,Self-Employed,824,2,Graduate,Home,15527.09,0.1425,0
38,130267,122219,12,Business,716,2,Under-Graduate,Personal,10254.16,0.0787,0
26,54236,760349,48,Self-Employed,692,1,Under-Graduate,Business,15974.27,0.2945,0
55,19150,1896252,48,Self-Employed,521,4,Post-Graduate,Personal,39845.8,2.0807,1
42,126369,1717458,60,Salaried,628,1,Under-Graduate,Business,28893.04,0.2286,0
63,34423,1419315,48,Self-Employed,671,4,Graduate,Personal,29835.62,0.8667,0
35,19137,744911,60,Business,810,1,Graduate,Business,12559.01,0.6563,0
42,44992,768590,12,Self-Employed,452,2,Post-Graduate,Education,64948.85,1.4436,1
57,125540,416042,12,Business,779,4,Post-Graduate,Education,35085.34,0.2795,0
62,130140,1389091,12,Salaried,882,2,Graduate,Education,116762.29,0.8972,0
32,190993,1561150,12,Salaried,319,3,Under-Graduate,Education,131899.56,0.6906,1
62,136225,209950,24,Self-Employed,892,3,Under-Graduate,Education,8852.31,0.065,0
58,81917,217229,24,Salaried,527,0,Graduate,Vehicle,9128.07,0.1114,0
38,88690,1104490,12,Self-Employed,645,2,Under-Graduate,Personal,92931.84,1.0478,0
55,49235,1313348,48,Salaried,318,2,Under-Graduate,Education,27723.95,0.5631,1
50,34122,1387900,60,Business,743,0,Graduate,Vehicle,23428.32,0.6866,0
44,38956,971192,36,Salaried,667,3,Graduate,Vehicle,27287.03,0.7005,1
62,78879,1965227,60,Self-Employed,446,3,Post-Graduate,Personal,33011.66,0.4185,1
50,73560,915048,36,Self-Employed,803,4,Graduate,Personal,25757.6,0.3502,0
34,125310,1326137,36,Self-Employed,729,4,Post-Graduate,Business,37177.13,0.2967,1
26,170732,1286011,12,Business,739,3,Post-Graduate,Business,108571.12,0.6359,0
23,16168,669501,36,Salaried,497,1,Under-Graduate,Education,18821.59,1.1641,1
36,60124,470576,12,Self-Employed,586,2,Graduate,Home,39562.43,0.658,1
27,181969,612093,24,Business,864,4,Under-Graduate,Business,25719.04,0.1413,0
34,161104,456669,48,Business,668,1,Graduate,Home,9587.74,0.0595,0
29,67797,1225175,36,Business,539,4,Graduate,Business,34328.14,0.5063,0
35,50294,728063,48,Salaried,586,0,Under-Graduate,Vehicle,15289.05,0.304,0
41,189899,1288669,12,Salaried,694,2,Post-Graduate,Vehicle,108657.22,0.5722,0
55,18516,1172752,36,Salaried,817,4,Graduate,Vehicle,32956.17,1.7799,1
22,165823,144799,60,Business,860,3,Post-Graduate,Home,2441.19,0.0147,0
47,45373,672673,24,Salaried,359,0,Under-Graduate,Education,28364.82,0.6251,0
22,137026,809942,24,Self-Employed,844,0,Under-Graduate,Business,34201.71,0.2496,0
55,45270,1187495,36,Business,602,3,Graduate,Business,33457.0,0.7391,0
38,156458,974914,24,Salaried,543,0,Under-Graduate,Home,40970.21,0.2619,0
34,80184,655750,60,Business,506,2,Graduate,Vehicle,11055.56,0.1379,1
40,52879,229340,48,Business,674,4,Graduate,Education,4812.89,0.091,0
38,64597,739608,60,Salaried,582,0,Graduate,Business,12421.32,0.1923,0
30,185204,1129735,24,Business,777,2,Graduate,Education,47642.78,0.2572,0
45,18626,92039,48,Salaried,321,3,Graduate,Education,1938.04,0.1041,1
22,100936,807262,60,Salaried,858,4,Under-Graduate,Personal,13629.09,0.135,0
45,96515,1146376,12,Salaried,648,3,Graduate,Education,96507.09,0.9999,0
53,70390,352905,12,Business,788,4,Post-Graduate,Personal,29636.08,0.421,1
56,162717,668914,48,Business,557,0,Graduate,Home,14129.89,0.0868,0
51,69144,529319,48,Salaried,346,0,Graduate,Vehicle,11108.61,0.1607,0
34,159454,1216944,48,Business,326,4,Graduate,Personal,25561.94,0.1603,0
21,19025,749023,12,Salaried,326,2,Under-Graduate,Education,62978.78,3.3103,1
36,189298,1703767,60,Self-Employed,696,2,Post-Graduate,Vehicle,28820.94,0.1523,0
23,94380,1007916,48,Business,444,2,Post-Graduate,Education,21211.18,0.2247,1
55,133910,1217574,12,Business,886,1,Post-Graduate,Education,102565.14,0.7659,0
61,111055,291324,48,Self-Employed,821,2,Under-Graduate,Personal,6148.64,0.0554,0
26,141189,559662,48,Self-Employed,420,0,Under-Graduate,Home,11799.19,0.0836,1
45,149515,478583,48,Self-Employed,761,1,Graduate,Education,10106.86,0.0676,0
33,36395,1612096,12,Salaried,681,2,Under-Graduate,Personal,135781.51,3.7308,0
54,25725,1420614,60,Salaried,717,0,Post-Graduate,Education,24026.56,0.934,0
28,48461,283229,12,Self-Employed,626,1,Post-Graduate,Vehicle,23916.49,0.4935,0
41,56115,887876,12,Salaried,690,0,Under-Graduate,Home,74730.41,1.3317,0
54,125084,1001773,48,Business,596,4,Under-Graduate,Education,21075.72,0.1685,1
24,98732,111748,36,Self-Employed,383,0,Post-Graduate,Home,3148.85,0.0319,0
45,94557,1139766,36,Business,445,1,Post-Graduate,Home,32051.81,0.339,1
35,86260,1138894,36,Salaried,470,2,Post-Graduate,Vehicle,32010.68,0.3711,0
24,174762,742378,12,Self-Employed,633,1,Post-Graduate,Vehicle,62667.96,0.3586,0
32,16407,174078,48,Salaried,723,2,Post-Graduate,Business,3667.75,0.2235,0
52,88568,89759,36,Business,608,2,Under-Graduate,Home,2513.23,0.0284,0
52,73560,852930,24,Salaried,825,3,Under-Graduate,Education,35870.21,0.4876,0
48,193412,600277,24,Business,868,4,Graduate,Vehicle,25294.58,0.1308,0
33,163866,1594502,24,Salaried,646,3,Graduate,Education,66890.56,0.4082,1
51,165953,1779504,60,Business,601,1,Graduate,Home,29964.22,0.1806,0
34,195775,429179,48,Salaried,646,3,Under-Graduate,Vehicle,9057.15,0.0463,1
40,190426,903009,12,Self-Employed,707,2,Graduate,Business,75855.41,0.3983,0
38,106288,417375,12,Self-Employed,432,1,Graduate,Home,35031.84,0.3296,1
49,134020,1082203,48,Salaried,405,3,Under-Graduate,Education,22853.28,0.1705,0
26,114301,735459,60,Business,470,0,Post-Graduate,Business,12402.42,0.1085,0
52,29390,926332,48,Salaried,549,4,Under-Graduate,Home,19455.64,0.662,1
49,42307,483855,60,Self-Employed,843,0,Under-Graduate,Vehicle,8172.2,0.1932,0
63,39502,941111,36,Business,561,1,Post-Graduate,Home,26459.63,0.6698,0
22,37486,335626,36,Salaried,793,3,Graduate,Personal,9411.06,0.2511,0
43,126813,1429932,60,Salaried,543,2,Under-Graduate,Education,24065.79,0.1898,0
39,184330,1547053,48,Business,750,3,Under-Graduate,Vehicle,32487.01,0.1762,0
51,118920,1078825,36,Salaried,589,1,Post-Graduate,Vehicle,30375.73,0.2554,1
25,97768,530533,48,Self-Employed,562,1,Under-Graduate,Personal,11173.34,0.1143,1
39,156820,866480,36,Self-Employed,613,1,Graduate,Business,24341.07,0.1552,0
54,77785,970569,48,Business,384,1,Post-Graduate,Vehicle,20503.86,0.2636,0
30,91050,1493828,48,Salaried,714,3,Under-Graduate,Business,31333.0,0.3441,0
45,37738,1658678,24,Salaried,628,0,Graduate,Business,69610.87,1.8446,0
22,89231,765054,60,Self-Employed,344,2,Graduate,Business,12853.07,0.144,1
31,88606,1508716,12,Business,632,2,Under-Graduate,Home,126595.98,1.4288,0
51,56662,441637,60,Business,764,4,Graduate,Personal,7450.06,0.1315,0
35,133313,1158780,48,Business,499,1,Post-Graduate,Education,24429.71,0.1833,0
29,30123,1655708,48,Self-Employed,500,1,Graduate,Personal,34784.47,1.1547,1
43,171688,298827,60,Self-Employed,628,1,Post-Graduate,Vehicle,5019.85,0.0292,1
39,26182,295256,48,Business,539,0,Post-Graduate,Personal,6199.64,0.2368,1
29,105369,394087,36,Business,882,1,Post-Graduate,Education,11106.8,0.1054,0
55,177403,71518,48,Salaried,658,4,Under-Graduate,Home,1508.5,0.0085,1
41,192170,460275,60,Salaried,659,4,Graduate,Vehicle,7759.82,0.0404,0
29,41128,1645916,60,Business,677,0,Under-Graduate,Home,27688.53,0.6732,0
48,46556,1879210,60,Self-Employed,684,1,Under-Graduate,Vehicle,31641.99,0.6797,0
27,167948,644091,24,Self-Employed,764,3,Post-Graduate,Education,27036.03,0.161,0
36,155021,121524,24,Salaried,521,3,Under-Graduate,Home,5139.37,0.0332,0
36,66962,798870,24,Business,664,2,Graduate,Education,33717.61,0.5035,0
53,105054,1617431,24,Self-Employed,371,0,Under-Graduate,Education,68191.26,0.6491,0
24,39099,926004,24,Self-Employed,539,3,Under-Graduate,Personal,39029.71,0.9982,1
24,158788,641309,24,Self-Employed,803,2,Post-Graduate,Vehicle,27011.65,0.1701,0
59,198683,785609,24,Self-Employed,713,4,Post-Graduate,Business,33022.15,0.1662,0
60,184957,332187,60,Salaried,426,2,Under-Graduate,Business,5583.8,0.0302,0
37,68144,1100995,12,Self-Employed,786,1,Post-Graduate,Home,92781.41,1.3615,1
57,22837,1810828,24,Self-Employed,896,1,Under-Graduate,Education,75998.31,3.3279,0
59,195427,1220407,60,Business,826,4,Graduate,Personal,20488.34,0.1048,0
49,193371,818976,12,Business,547,0,Graduate,Vehicle,69021.94,0.3569,0
56,165231,1724663,24,Salaried,781,1,Post-Graduate,Home,72890.85,0.4411,0
58,140212,984644,12,Salaried,611,1,Graduate,Education,83225.85,0.5936,0
59,131680,486700,12,Salaried,743,2,Graduate,Business,40832.38,0.3101,0
57,121802,1293517,36,Salaried,582,2,Under-Graduate,Business,36202.72,0.2972,0
55,117413,1274858,48,Self-Employed,301,2,Post-Graduate,Vehicle,26865.66,0.2288,0
27,66012,1942608,36,Business,373,3,Graduate,Vehicle,54702.62,0.8287,1
47,145193,390641,12,Self-Employed,363,4,Post-Graduate,Vehicle,33029.36,0.2275,0
48,163178,682899,60,Self-Employed,646,0,Post-Graduate,Home,11539.15,0.0707,0
42,73123,1236135,24,Self-Employed,623,2,Post-Graduate,Vehicle,52139.84,0.713,1
34,126825,1945700,48,Business,538,0,Graduate,Home,40873.39,0.3223,0
27,23720,636400,24,Salaried,696,2,Post-Graduate,Personal,26709.49,1.126,1
57,183733,998614,60,Salaried,636,1,Post-Graduate,Education,16761.11,0.0912,0
42,167192,1337616,48,Business,640,0,Under-Graduate,Business,28194.92,0.1686,0
25,165862,852792,36,Business,578,3,Under-Graduate,Home,23853.73,0.1438,0
22,73655,807739,12,Salaried,652,2,Under-Graduate,Education,68174.99,0.9256,0
47,108448,1844354,60,Self-Employed,762,4,Under-Graduate,Vehicle,31126.67,0.287,1
41,193446,1090206,12,Salaried,761,1,Post-Graduate,Business,91516.44,0.4731,0
58,188979,1443758,12,Business,592,2,Under-Graduate,Home,122024.24,0.6457,0
35,196143,1605381,24,Salaried,706,0,Under-Graduate,Vehicle,67627.75,0.3448,0
41,135507,1040671,60,Salaried,461,2,Graduate,Education,17590.87,0.1298,0
30,49812,315161,12,Salaried,802,1,Under-Graduate,Personal,26635.83,0.5347,0
43,64570,398405,36,Business,747,4,Under-Graduate,Education,11158.76,0.1728,0
59,65901,241196,48,Business,754,4,Graduate,Home,5074.35,0.077,0
25,75186,1870282,60,Salaried,564,4,Post-Graduate,Personal,31414.15,0.4178,1
21,137066,1844234,24,Salaried,431,1,Post-Graduate,Personal,77851.63,0.568,1
33,143364,1542741,60,Self-Employed,419,2,Graduate,Vehicle,25991.78,0.1813,0
41,196323,1812204,24,Self-Employed,518,1,Graduate,Education,76596.33,0.3902,1
46,51160,640608,48,Salaried,716,1,Post-Graduate,Home,13458.13,0.2631,0
